アクメシア	Akumesia
.\res\model\Service Counter Table_HD\Service Counter Table_HD.fbx	.\res\model\Service Counter Table_HD\Service Counter Table_HD.fbx
Service Counter Table - corner_HD	Service Counter Table - corner_HD
.\res\model\Service Counter Table - corner_HD\Service Counter Table - corner_HD.fbx	.\res\model\Service Counter Table - corner_HD\Service Counter Table - corner_HD.fbx
Service Counter Table - edge_HD	Service Counter Table - edge_HD
.\res\model\Service Counter Table - edge_HD\Service Counter Table - edge_HD.fbx	.\res\model\Service Counter Table - edge_HD\Service Counter Table - edge_HD.fbx
カウンターテーブル	Counter Table
カウンターテーブル-コーナー	Counter Table-Corner
カウンターテーブル-端	Counter Table-End
It_020_Cactus_HD_normal	It_020_Cactus_HD_normal
.\res\texture\It_020_Cactus_HD_normal.png	.\res\texture\It_020_Cactus_HD_normal.png
It_020_Cactus_HD_albedo	It_020_Cactus_HD_albedo
.\res\texture\It_020_Cactus_HD_albedo.png	.\res\texture\It_020_Cactus_HD_albedo.png
It_020_Cactus_HD_mask	It_020_Cactus_HD_mask
.\res\texture\It_020_Cactus_HD_mask.png	.\res\texture\It_020_Cactus_HD_mask.png
Cactus(cuctus)_HD	Cactus(cuctus)_HD
shader a_n_rm 542d323fb6604f468eb8fd99b29502d8\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap a5859a99e761414d8fff232d60647969 It_020_Cactus_HD_albedo.png\nNMap 7381ee84b36f4a82a01720369100b2c7 It_020_Cactus_HD_normal.png\nRMMap cb1abd5aeb6849f19473aed6a9c1d4a9 It_020_Cactus_HD_mask.png\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 1.000000\nmetallic 1.000000\nspecular 1.000000\nemissive_color 1.000000 1.000000 1.000000\nemissive_strength 0.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n	shader a_n_rm 542d323fb6604f468eb8fd99b29502d8\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap a5859a99e761414d8fff232d60647969 It_020_Cactus_HD_albedo.png\nNMap 7381ee84b36f4a82a01720369100b2c7 It_020_Cactus_HD_normal.png\nRMMap cb1abd5aeb6849f19473aed6a9c1d4a9 It_020_Cactus_HD_mask.png\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 1.000000\nmetallic 1.000000\nspecular 1.000000\nemissive_color 1.000000 1.000000 1.000000\nemissive_strength 0.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n
Cactus	Cactus
sys:14d05464-b51e-4fc1-842a-752cd77641a0|.\res\mapobject\Outdoor\Cactus.fbx	sys:14d05464-b51e-4fc1-842a-752cd77641a0|.\res\mapobject\Outdoor\Cactus.fbx
Cactus_physics	Cactus_physics
Control	Control
サボテン	Cactus
It_075_FloorSwitch_blue_2	It_075_FloorSwitch_blue_2
sys:14d05464-b51e-4fc1-842a-752cd77641a0|.\res\mapobject\texture\It_075_FloorSwitch_blue.png	sys:14d05464-b51e-4fc1-842a-752cd77641a0|.\res\mapobject\texture\It_075_FloorSwitch_blue.png
It_051_Coffin_HD	It_051_Coffin_HD
.\res\model\Coffin- transversely_HD\texture\It_051_Coffin_HD.bmp	.\res\model\Coffin- transversely_HD\texture\It_051_Coffin_HD.bmp
It_051_Coffin_HD_normal	It_051_Coffin_HD_normal
.\res\model\Coffin- transversely_HD\texture\It_051_Coffin_HD_normal.bmp	.\res\model\Coffin- transversely_HD\texture\It_051_Coffin_HD_normal.bmp
Coffin- transversely_HD(It_051_Coffin_mat)	Coffin- transversely_HD(It_051_Coffin_mat)
shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap 3e5d8b6a45a94714af5f3693916d3412 It_051_Coffin_HD.bmp\nNMap da1c954f00d2423f9b9e6beff3f1c754 It_051_Coffin_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.300000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n	shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap 3e5d8b6a45a94714af5f3693916d3412 It_051_Coffin_HD.bmp\nNMap da1c954f00d2423f9b9e6beff3f1c754 It_051_Coffin_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.300000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n
It_051_Coffin_mat	It_051_Coffin_mat
Coffin- transversely_HD	Coffin- transversely_HD
.\res\model\Coffin- transversely_HD\Coffin- transversely_HD.fbx	.\res\model\Coffin- transversely_HD\Coffin- transversely_HD.fbx
棺桶	Coffin
Bd_027_Deserthouse_HD_normal	Bd_027_Deserthouse_HD_normal
.\res\model\DesertTown - bridge1_HD\texture\Bd_027_Deserthouse_HD_normal.bmp	.\res\model\DesertTown - bridge1_HD\texture\Bd_027_Deserthouse_HD_normal.bmp
Bd_027_Deserthouse_HD	Bd_027_Deserthouse_HD
.\res\model\DesertTown - bridge2_HD\texture\Bd_027_Deserthouse_HD.bmp	.\res\model\DesertTown - bridge2_HD\texture\Bd_027_Deserthouse_HD.bmp
Bd_027_Deserthouse_HD_normal_2	Bd_027_Deserthouse_HD_normal_2
.\res\model\DesertTown - bridge2_HD\texture\Bd_027_Deserthouse_HD_normal.bmp	.\res\model\DesertTown - bridge2_HD\texture\Bd_027_Deserthouse_HD_normal.bmp
Bd_027_Deserthouse_HD_2	Bd_027_Deserthouse_HD_2
.\res\model\DesertTown - bridge1_HD(2)\texture\Bd_027_Deserthouse_HD.bmp	.\res\model\DesertTown - bridge1_HD(2)\texture\Bd_027_Deserthouse_HD.bmp
DesertTown - bridge2_HD(DesertTown_mat)	DesertTown - bridge2_HD(DesertTown_mat)
shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap 1a67eb3cfccf49be932c02352fd0cff6 Bd_027_Deserthouse_HD.bmp\nNMap e5629148dcc1477e9f9886a73e8e8a16 Bd_027_Deserthouse_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n	shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap 1a67eb3cfccf49be932c02352fd0cff6 Bd_027_Deserthouse_HD.bmp\nNMap e5629148dcc1477e9f9886a73e8e8a16 Bd_027_Deserthouse_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n
DesertTown_mat	DesertTown_mat
DesertTown - bridge1_HD(DesertTown_mat)	DesertTown - bridge1_HD(DesertTown_mat)
shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap 1a265891a64845b3b5c9171c7d028f5e Bd_027_Deserthouse_HD.bmp\nNMap c195adb696e947f0accf31299b852767 Bd_027_Deserthouse_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n	shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap 1a265891a64845b3b5c9171c7d028f5e Bd_027_Deserthouse_HD.bmp\nNMap c195adb696e947f0accf31299b852767 Bd_027_Deserthouse_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n
DesertTown - bridge2_HD	DesertTown - bridge2_HD
.\res\model\DesertTown - bridge2_HD\DesertTown - bridge2_HD.fbx	.\res\model\DesertTown - bridge2_HD\DesertTown - bridge2_HD.fbx
DesertTown - bridge1_HD	DesertTown - bridge1_HD
.\res\model\DesertTown - bridge1_HD(2)\DesertTown - bridge1_HD.fbx	.\res\model\DesertTown - bridge1_HD(2)\DesertTown - bridge1_HD.fbx
橋２-高	Bridge 2-High
橋２	Bridge 2
It_069_door01_HD	It_069_door01_HD
.\res\model\Door wood 01_HD\texture\It_069_door01_HD.bmp	.\res\model\Door wood 01_HD\texture\It_069_door01_HD.bmp
It_069_door01_HD_normal	It_069_door01_HD_normal
.\res\model\Door wood 01_HD\texture\It_069_door01_HD_normal.bmp	.\res\model\Door wood 01_HD\texture\It_069_door01_HD_normal.bmp
It_005_DragonStatue_HD	It_005_DragonStatue_HD
.\res\model\DragonStatue_L_HD\texture\It_005_DragonStatue_HD.bmp	.\res\model\DragonStatue_L_HD\texture\It_005_DragonStatue_HD.bmp
It_005_DragonStatue_HD_normal	It_005_DragonStatue_HD_normal
.\res\model\DragonStatue_L_HD\texture\It_005_DragonStatue_HD_normal.bmp	.\res\model\DragonStatue_L_HD\texture\It_005_DragonStatue_HD_normal.bmp
It_005_DragonStatue_HD_2	It_005_DragonStatue_HD_2
.\res\model\DragonStatue_R_HD(2)\texture\It_005_DragonStatue_HD.bmp	.\res\model\DragonStatue_R_HD(2)\texture\It_005_DragonStatue_HD.bmp
It_005_DragonStatue_HD_normal_2	It_005_DragonStatue_HD_normal_2
.\res\model\DragonStatue_R_HD(2)\texture\It_005_DragonStatue_HD_normal.bmp	.\res\model\DragonStatue_R_HD(2)\texture\It_005_DragonStatue_HD_normal.bmp
Door wood 01_HD(It_069_door01)	Door wood 01_HD(It_069_door01)
shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap c4bae27d63c248ccbba98723e9a6bf62 It_069_door01_HD.bmp\nNMap 54d461515dbe4f7bb54490a5a047ad99 It_069_door01_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n	shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap c4bae27d63c248ccbba98723e9a6bf62 It_069_door01_HD.bmp\nNMap 54d461515dbe4f7bb54490a5a047ad99 It_069_door01_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n
It_069_door01	It_069_door01
DragonStatue_L_HD(It_005_DragonStatue_mat)	DragonStatue_L_HD(It_005_DragonStatue_mat)
shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap bc671fcd0a6a44ea95518f2f49955acb It_005_DragonStatue_HD.bmp\nNMap 47e875239a4142d88176450572479cfb It_005_DragonStatue_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n	shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap bc671fcd0a6a44ea95518f2f49955acb It_005_DragonStatue_HD.bmp\nNMap 47e875239a4142d88176450572479cfb It_005_DragonStatue_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n
It_005_DragonStatue_mat	It_005_DragonStatue_mat
DragonStatue_R_HD(It_005_DragonStatue_mat)	DragonStatue_R_HD(It_005_DragonStatue_mat)
shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap ab2a88c968444248b934cac8eab4c42f It_005_DragonStatue_HD.bmp\nNMap f0331e74c9bc4bb1bb111240635590b6 It_005_DragonStatue_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n	shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap ab2a88c968444248b934cac8eab4c42f It_005_DragonStatue_HD.bmp\nNMap f0331e74c9bc4bb1bb111240635590b6 It_005_DragonStatue_HD_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n
Door wood 01_HD	Door wood 01_HD
.\res\model\Door wood 01_HD\Door wood 01_HD.fbx	.\res\model\Door wood 01_HD\Door wood 01_HD.fbx
DragonStatue_L_HD	DragonStatue_L_HD
.\res\model\DragonStatue_L_HD\DragonStatue_L_HD.fbx	.\res\model\DragonStatue_L_HD\DragonStatue_L_HD.fbx
DragonStatue_R_HD	DragonStatue_R_HD
.\res\model\DragonStatue_R_HD(2)\DragonStatue_R_HD.fbx	.\res\model\DragonStatue_R_HD(2)\DragonStatue_R_HD.fbx
木のドア	Wooden Door
ドラゴンの像-L	Dragon Statue-L
ドラゴンの像-R	Dragon Statue-R
bridge_albedo	bridge_albedo
.\res\model\bridge_HD\texture\bridge_albedo.bmp	.\res\model\bridge_HD\texture\bridge_albedo.bmp
bridge_normal	bridge_normal
.\res\model\bridge_HD\texture\bridge_normal.bmp	.\res\model\bridge_HD\texture\bridge_normal.bmp
bridge_HD(bridge_mat)	bridge_HD(bridge_mat)
shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap 360d72f78f3c4251ae12f5243f032a65 bridge_albedo.bmp\nNMap c7260cd507d44f5898060a92c5c98e5a bridge_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n	shader a_n 09ed65ad49b4492da5d217339562c62f\nemissiveBlink false\nemissiveBlinkSpeed 0.000000\nemissiveLinkBuildingLight false\nuscrollanim false\nvscrollanim false\nscrollanimspeed 0.000000 0.000000\nuvstepanim false\nuvstepanimparam 1 1 0 1.000000\nuvstepanim_modeluvorigin false\nsortindex 0\ncastshadow true\nreceivedecal false\ncull back\ndrawOutline false\noutlineWidth 1.000000\noutlineColor 0.000000 0.000000 0.000000 1.000000\noverrideOutlineSetting false\ndistanceFade false\nuvofs 0.000000 0.000000\nuvscl 1.000000 1.000000\nAMap 360d72f78f3c4251ae12f5243f032a65 bridge_albedo.bmp\nNMap c7260cd507d44f5898060a92c5c98e5a bridge_normal.bmp\ncolor 1.000000 1.000000 1.000000\nnormalscl 1.000000\nroughness 0.500000\nmetallic 0.000000\nspecular 1.000000\nheightScale 0.000000\nparallaxType None\nheightMapInvert false\n
bridge_mat	bridge_mat
bridge2_HD(bridge_mat)	bridge2_HD(bridge_mat)
Bridge_physics	Bridge_physics
collision_2	collision_2
collision_3	collision_3
collision_4	collision_4
collision_5	collision_5
collision_6	collision_6
collision_7	collision_7
collision_8	collision_8
Bridge2_physics	Bridge2_physics
Bridge_HD	Bridge_HD
.\res\model\bridge_HD\bridge_HD.fbx	.\res\model\bridge_HD\bridge_HD.fbx
Bridge2_HD	Bridge2_HD
.\res\model\bridge2_HD\bridge2_HD.fbx	.\res\model\bridge2_HD\bridge2_HD.fbx
橋	Bridge
橋-高	Bridge-High
castle_albedo	castle_albedo
.\res\model\castle_Door_HD\texture\castle_albedo.bmp	.\res\model\castle_Door_HD\texture\castle_albedo.bmp
